split	image_name	label_file	line_no	class_id	class_name	x_center	y_center	width	height	issue_type	action	reviewer	note	class_label	duplicate	dataset_action	x_center_clean	y_center_clean	width_clean	height_clean
train	Anthracnose (232)	Anthracnose (232).txt	1	1	Anthracnose	0.478697	0.495689	0.307247	0.336232	box_tight	fix	¿±ø¯≈√		Disease	0	include	0.48	0.505	0.28	0.34
train	Anthracnose (233)	Anthracnose (233).txt	1	1	Anthracnose	0.463593	0.776881	0.27876	0.224368	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.463593	0.776881	0.27876	0.224368
train	Anthracnose (233)	Anthracnose (233).txt	2	1	Anthracnose	0.414868	0.523619	0.285557	0.285558	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.414868	0.523619	0.285557	0.285558
train	Anthracnose (233)	Anthracnose (233).txt	3	1	Anthracnose					box_missing	add	Codex	ø¯∫ª ¿ÃπÃ¡ˆ »Æ¿Œ »ƒ ¥©∂Ù bbox √ﬂ∞° (EXIF ¡§πÊ«‚ ±‚¡ÿ)	Disease	0	include	0.645	0.455	0.29	0.31
train	Anthracnose (236)	Anthracnose (236).txt	1	1	Anthracnose	0.533537	0.523404	0.407907	0.487028	box_missing	fix	¿±ø¯≈√		Disease	0	include	0.533537	0.523404	0.407907	0.487028
train	Anthracnose (236)	Anthracnose (236).txt	2	1	Anthracnose	0.385847	0.355494	0.323513	0.309447	box_missing	fix	¿±ø¯≈√		Disease	0	include	0.385847	0.355494	0.323513	0.309447
train	Anthracnose (236)	Anthracnose (236).txt	3	1	Anthracnose					box_missing	add	Codex	ø¯∫ª ¿ÃπÃ¡ˆ »Æ¿Œ »ƒ ¥©∂Ù bbox √ﬂ∞° (EXIF ¡§πÊ«‚ ±‚¡ÿ)	Disease	0	include	0.0385	0.728	0.077	0.1
train	Anthracnose (237)	Anthracnose (237).txt	1	1	Anthracnose	0.192442	0.221869	0.143003	0.137142	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.192442	0.221869	0.143003	0.137142
train	Anthracnose (237)	Anthracnose (237).txt	2	1	Anthracnose	0.621448	0.66494	0.199263	0.19692	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.621448	0.66494	0.199263	0.19692
train	Anthracnose (237)	Anthracnose (237).txt	3	1	Anthracnose	0.337788	0.593732	0.208643	0.20923	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.337788	0.593732	0.208643	0.20923
train	Anthracnose (237)	Anthracnose (237).txt	4	1	Anthracnose	0.198302	0.126045	0.12659	0.124835	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.198302	0.126045	0.12659	0.124835
train	Anthracnose (237)	Anthracnose (237).txt	5	1	Anthracnose					box_missing	add	Codex	ø¯∫ª ¿ÃπÃ¡ˆ »Æ¿Œ »ƒ ¥©∂Ù bbox √ﬂ∞° (EXIF ¡§πÊ«‚ ±‚¡ÿ)	Disease	0	include	0.4375	0.23	0.019	0.028
train	Anthracnose (24)	Anthracnose (24).txt	1	1	Anthracnose	0.482377	0.632248	0.541178	0.529492	none	keep	¿±ø¯≈√		Disease	0	include	0.482377	0.632248	0.541178	0.529492
train	Anthracnose (240)	Anthracnose (240).txt	1	1	Anthracnose	0.402095	0.591869	0.365043	0.376233	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.402095	0.591869	0.365043	0.376233
train	Anthracnose (241)	Anthracnose (241).txt	1	1	Anthracnose	0.512785	0.640001	0.36269	0.393013	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.512785	0.640001	0.36269	0.393013
train	Anthracnose (242)	Anthracnose (242).txt	1	1	Anthracnose	0.530447	0.665171	0.325007	0.344438	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.530447	0.665171	0.325007	0.344438
train	Anthracnose (242)	Anthracnose (242).txt	2	1	Anthracnose	0.390262	0.375801	0.305677	0.286573	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.390262	0.375801	0.305677	0.286573
train	Anthracnose (243)	Anthracnose (243).txt	1	1	Anthracnose	0.51368	0.462933	0.473633	0.3994	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.51368	0.462933	0.473633	0.3994
train	Anthracnose (243)	Anthracnose (243).txt	2	1	Anthracnose					box_missing	add	Codex	ø¯∫ª ¿ÃπÃ¡ˆ »Æ¿Œ »ƒ ¥©∂Ù bbox √ﬂ∞° (EXIF ¡§πÊ«‚ ±‚¡ÿ)	Disease	0	include	0.025	0.605	0.05	0.13
train	Anthracnose (244)	Anthracnose (244).txt	1	1	Anthracnose	0.460917	0.607415	0.402467	0.456455	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.460917	0.607415	0.402467	0.456455
train	Anthracnose (244)	Anthracnose (244).txt	2	1	Anthracnose	0.107755	0.429801	0.21551	0.263197	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.107755	0.429801	0.21551	0.263197
train	Anthracnose (244)	Anthracnose (244).txt	3	1	Anthracnose	0.676877	0.590849	0.225773	0.342342	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.676877	0.590849	0.225773	0.342342
train	Anthracnose (245)	Anthracnose (245).txt	1	1	Anthracnose	0.442513	0.471214	0.24786	0.331297	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.442513	0.471214	0.24786	0.331297
train	Anthracnose (245)	Anthracnose (245).txt	2	1	Anthracnose	0.746707	0.442653	0.40992	0.32271	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.746707	0.442653	0.40992	0.32271
train	Anthracnose (245)	Anthracnose (245).txt	3	1	Anthracnose	0.58157	0.771496	0.393867	0.424737	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.58157	0.771496	0.393867	0.424737
train	Anthracnose (245)	Anthracnose (245).txt	4	1	Anthracnose	0.703987	0.650941	0.30658	0.333723	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.703987	0.650941	0.30658	0.333723
train	Anthracnose (246)	Anthracnose (246).txt	1	1	Anthracnose	0.662472	0.643755	0.25761	0.25548	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.662472	0.643755	0.25761	0.25548
train	Anthracnose (246)	Anthracnose (246).txt	2	1	Anthracnose	0.292023	0.543159	0.261867	0.271448	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.292023	0.543159	0.261867	0.271448
train	Anthracnose (246)	Anthracnose (246).txt	3	1	Anthracnose	0.135162	0.072647	0.179337	0.145295	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.135162	0.072647	0.179337	0.145295
train	Anthracnose (247)	Anthracnose (247).txt	1	1	Anthracnose	0.752867	0.686374	0.23838	0.227952	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.752867	0.686374	0.23838	0.227952
train	Anthracnose (247)	Anthracnose (247).txt	2	1	Anthracnose	0.303913	0.529935	0.290033	0.326285	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.303913	0.529935	0.290033	0.326285
train	Anthracnose (247)	Anthracnose (247).txt	3	1	Anthracnose	0.33669	0.284849	0.264207	0.241362	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.33669	0.284849	0.264207	0.241362
train	Anthracnose (247)	Anthracnose (247).txt	4	1	Anthracnose	0.161137	0.108361	0.14484	0.156773	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.161137	0.108361	0.14484	0.156773
train	Anthracnose (247)	Anthracnose (247).txt	5	1	Anthracnose	0.057638	0.14372	0.115277	0.14661	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.057638	0.14372	0.115277	0.14661
train	Anthracnose (247)	Anthracnose (247).txt	6	1	Anthracnose	0.542617	0.457674	0.06166	0.055598	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.542617	0.457674	0.06166	0.055598
train	Anthracnose (248)	Anthracnose (248).txt	1	0	Alternaria	0.140337	0.186749	0.141733	0.161223	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.140337	0.186749	0.141733	0.161223
train	Anthracnose (248)	Anthracnose (248).txt	2	0	Alternaria	0.704908	0.744826	0.22205	0.217918	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.704908	0.744826	0.22205	0.217918
train	Anthracnose (248)	Anthracnose (248).txt	3	0	Alternaria	0.293882	0.594234	0.278743	0.310042	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.293882	0.594234	0.278743	0.310042
train	Anthracnose (248)	Anthracnose (248).txt	4	0	Alternaria	0.323408	0.363031	0.24331	0.209058	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.323408	0.363031	0.24331	0.209058
train	Anthracnose (248)	Anthracnose (248).txt	5	0	Alternaria	0.05009	0.21864	0.10018	0.143505	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.05009	0.21864	0.10018	0.143505
train	Anthracnose (248)	Anthracnose (248).txt	6	0	Alternaria	0.479317	0.521596	0.068507	0.054923	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.479317	0.521596	0.068507	0.054923
train	Anthracnose (249)	Anthracnose (249).txt	1	0	Alternaria	0.466325	0.524252	0.39213	0.396855	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.466325	0.524252	0.39213	0.396855
train	Anthracnose (25)	Anthracnose (25).txt	1	1	Anthracnose	0.62874	0.608265	0.47476	0.452007	none	keep	¿±ø¯≈√		Disease	0	include	0.62874	0.608265	0.47476	0.452007
train	Anthracnose (25)	Anthracnose (25).txt	2	1	Anthracnose	0.338474	0.745556	0.602677	0.508889	none	keep	¿±ø¯≈√		Disease	0	include	0.338474	0.745556	0.602677	0.508889
train	Anthracnose (250)	Anthracnose (250).txt	1	0	Alternaria	0.427307	0.824996	0.086853	0.097707	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.427307	0.824996	0.086853	0.097707
train	Anthracnose (250)	Anthracnose (250).txt	2	0	Alternaria	0.205527	0.35718	0.08936	0.10053	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.205527	0.35718	0.08936	0.10053
train	Anthracnose (250)	Anthracnose (250).txt	3	0	Alternaria	0.54931	0.573425	0.03782	0.044605	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.54931	0.573425	0.03782	0.044605
train	Anthracnose (250)	Anthracnose (250).txt	4	0	Alternaria	0.617208	0.597371	0.039717	0.044683	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.617208	0.597371	0.039717	0.044683
train	Anthracnose (250)	Anthracnose (250).txt	5	0	Alternaria	0.494745	0.566929	0.03449	0.041808	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.494745	0.566929	0.03449	0.041808
train	Anthracnose (250)	Anthracnose (250).txt	6	0	Alternaria	0.506417	0.50487	0.03972	0.04625	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.506417	0.50487	0.03972	0.04625
train	Anthracnose (250)	Anthracnose (250).txt	7	0	Alternaria	0.901758	0.602306	0.04201	0.040903	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.901758	0.602306	0.04201	0.040903
train	Anthracnose (250)	Anthracnose (250).txt	8	1	Anthracnose	0.865217	0.368281	0.068607	0.076153	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.865217	0.368281	0.068607	0.076153
train	Anthracnose (250)	Anthracnose (250).txt	9	0	Alternaria	0.731435	0.651195	0.091117	0.107715	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.731435	0.651195	0.091117	0.107715
train	Anthracnose (250)	Anthracnose (250).txt	10	0	Alternaria					box_missing	add	Codex	ø¯∫ª ¿ÃπÃ¡ˆ »Æ¿Œ »ƒ ¥©∂Ù bbox √ﬂ∞° (EXIF ¡§πÊ«‚ ±‚¡ÿ)	Disease	0	include	0.1875	0.753	0.015	0.018
train	Anthracnose (250)	Anthracnose (250).txt	11	0	Alternaria					box_missing	add	Codex	ø¯∫ª ¿ÃπÃ¡ˆ »Æ¿Œ »ƒ ¥©∂Ù bbox √ﬂ∞° (EXIF ¡§πÊ«‚ ±‚¡ÿ)	Disease	0	include	0.8655	0.509	0.015	0.014
train	Anthracnose (250)	Anthracnose (250).txt	12	0	Alternaria					box_missing	add	Codex	ø¯∫ª ¿ÃπÃ¡ˆ »Æ¿Œ »ƒ ¥©∂Ù bbox √ﬂ∞° (EXIF ¡§πÊ«‚ ±‚¡ÿ)	Disease	0	include	0.974	0.7075	0.016	0.017
train	Anthracnose (250)	Anthracnose (250).txt	13	0	Alternaria					box_missing	add	Codex	ø¯∫ª ¿ÃπÃ¡ˆ »Æ¿Œ »ƒ ¥©∂Ù bbox √ﬂ∞° (EXIF ¡§πÊ«‚ ±‚¡ÿ)	Disease	0	include	0.832	0.982	0.04	0.036
train	Anthracnose (252)	Anthracnose (252).txt	1	1	Anthracnose	0.93304	0.339058	0.13392	0.14812	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.93304	0.339058	0.13392	0.14812
train	Anthracnose (252)	Anthracnose (252).txt	2	1	Anthracnose	0.541802	0.619753	0.370603	0.47179	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.541802	0.619753	0.370603	0.47179
train	Anthracnose (252)	Anthracnose (252).txt	3	1	Anthracnose	0.411357	0.484432	0.251133	0.25601	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.411357	0.484432	0.251133	0.25601
train	Anthracnose (252)	Anthracnose (252).txt	4	1	Anthracnose					box_missing	add	Codex	ø¯∫ª ¿ÃπÃ¡ˆ »Æ¿Œ »ƒ ¥©∂Ù bbox √ﬂ∞° (EXIF ¡§πÊ«‚ ±‚¡ÿ)	Disease	0	include	0.04	0.4	0.08	0.22
train	Anthracnose (253)	Anthracnose (253).txt	1	1	Anthracnose	0.438178	0.538379	0.33891	0.367557	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.438178	0.538379	0.33891	0.367557
train	Anthracnose (254)	Anthracnose (254).txt	1	1	Anthracnose	0.44915	0.511864	0.419367	0.398642	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.44915	0.511864	0.419367	0.398642
train	Anthracnose (254)	Anthracnose (254).txt	2	1	Anthracnose					box_missing	add	Codex	ø¯∫ª ¿ÃπÃ¡ˆ »Æ¿Œ »ƒ ¥©∂Ù bbox √ﬂ∞° (EXIF ¡§πÊ«‚ ±‚¡ÿ)	Disease	0	include	0.74	0.255	0.06	0.07
train	Anthracnose (256)	Anthracnose (256).txt	1	1	Anthracnose	0.499952	0.50366	0.39227	0.32029	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.499952	0.50366	0.39227	0.32029
train	Anthracnose (257)	Anthracnose (257).txt	1	1	Anthracnose	0.940797	0.318877	0.118407	0.24058	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.940797	0.318877	0.118407	0.24058
train	Anthracnose (257)	Anthracnose (257).txt	2	1	Anthracnose	0.415893	0.402935	0.282127	0.333335	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.415893	0.402935	0.282127	0.333335
train	Anthracnose (257)	Anthracnose (257).txt	3	1	Anthracnose	0.7357	0.381195	0.411593	0.32174	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.7357	0.381195	0.411593	0.32174
train	Anthracnose (257)	Anthracnose (257).txt	4	1	Anthracnose	0.577247	0.712355	0.423187	0.433335	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.577247	0.712355	0.423187	0.433335
train	Anthracnose (257)	Anthracnose (257).txt	5	1	Anthracnose					box_missing	add	Codex	ø¯∫ª ¿ÃπÃ¡ˆ »Æ¿Œ »ƒ ¥©∂Ù bbox √ﬂ∞° (EXIF ¡§πÊ«‚ ±‚¡ÿ)	Disease	0	include	0.17	0.4725	0.07	0.115
train	Anthracnose (258)	Anthracnose (258).txt	1	1	Anthracnose	0.434252	0.638443	0.322703	0.331885	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.434252	0.638443	0.322703	0.331885
train	Anthracnose (259)	Anthracnose (259).txt	1	1	Anthracnose	0.450677	0.632645	0.42512	0.45942	box_missing	fix	¿±ø¯≈√	»≠∏È »∏¿¸ πÆ¡¶	Disease	0	include	0.450677	0.632645	0.42512	0.45942
train	Anthracnose (26)	Anthracnose (26).txt	1	1	Anthracnose	0.566014	0.712503	0.551016	0.542407	none	keep	¿±ø¯≈√		Disease	0	include	0.566014	0.712503	0.551016	0.542407
train	Anthracnose (26)	Anthracnose (26).txt	2	1	Anthracnose	0.653339	0.528011	0.415723	0.302567	none	keep	¿±ø¯≈√		Disease	0	include	0.653339	0.528011	0.415723	0.302567
train	Anthracnose (260)	Anthracnose (260).txt	1	1	Anthracnose	0.421692	0.500036	0.36715	0.417392	box_missing	fix	¿±ø¯≈√		Disease	0	include	0.421692	0.500036	0.36715	0.417392
train	Anthracnose (261)	Anthracnose (261).txt	1	1	Anthracnose	0.464203	0.571051	0.401933	0.414492	box_missing	fix	¿±ø¯≈√		Disease	0	include	0.464203	0.571051	0.401933	0.414492
train	Anthracnose (261)	Anthracnose (261).txt	2	1	Anthracnose					box_missing	add	Codex	ø¯∫ª ¿ÃπÃ¡ˆ »Æ¿Œ »ƒ ¥©∂Ù bbox √ﬂ∞° (EXIF ¡§πÊ«‚ ±‚¡ÿ)	Disease	0	include	0.25	0.378	0.07	0.095
train	Anthracnose (262)	Anthracnose (262).txt	1	1	Anthracnose	0.469033	0.573225	0.34976	0.386955	box_missing	fix	¿±ø¯≈√		Disease	0	include	0.469033	0.573225	0.34976	0.386955
train	Anthracnose (263)	Anthracnose (263).txt	1	1	Anthracnose	0.228455	0.121777	0.208697	0.214495	box_missing	fix	¿±ø¯≈√		Disease	0	include	0.228455	0.121777	0.208697	0.214495
train	Anthracnose (263)	Anthracnose (263).txt	2	1	Anthracnose	0.348262	0.605109	0.231883	0.207247	box_missing	fix	¿±ø¯≈√		Disease	0	include	0.348262	0.605109	0.231883	0.207247
train	Anthracnose (263)	Anthracnose (263).txt	3	1	Anthracnose	0.580145	0.571775	0.28599	0.27681	box_missing	fix	¿±ø¯≈√		Disease	0	include	0.580145	0.571775	0.28599	0.27681
train	Anthracnose (264)	Anthracnose (264).txt	1	1	Anthracnose	0.108158	0.341241	0.08273	0.059618	box_missing	fix	¿±ø¯≈√		Disease	0	include	0.108158	0.341241	0.08273	0.059618
train	Anthracnose (264)	Anthracnose (264).txt	2	1	Anthracnose	0.512422	0.11686	0.172603	0.168535	box_missing	fix	¿±ø¯≈√		Disease	0	include	0.512422	0.11686	0.172603	0.168535
train	Anthracnose (264)	Anthracnose (264).txt	3	1	Anthracnose	0.300355	0.916569	0.122897	0.148707	box_missing	fix	¿±ø¯≈√		Disease	0	include	0.300355	0.916569	0.122897	0.148707
train	Anthracnose (264)	Anthracnose (264).txt	4	1	Anthracnose	0.554093	0.575573	0.084753	0.09143	box_missing	fix	¿±ø¯≈√		Disease	0	include	0.554093	0.575573	0.084753	0.09143
train	Anthracnose (264)	Anthracnose (264).txt	5	1	Anthracnose	0.68877	0.554456	0.04644	0.053553	box_missing	fix	¿±ø¯≈√		Disease	0	include	0.68877	0.554456	0.04644	0.053553
train	Anthracnose (264)	Anthracnose (264).txt	6	1	Anthracnose	0.827132	0.303687	0.060443	0.065235	box_missing	fix	¿±ø¯≈√		Disease	0	include	0.827132	0.303687	0.060443	0.065235
train	Anthracnose (264)	Anthracnose (264).txt	7	1	Anthracnose	0.188323	0.704493	0.044913	0.05021	box_missing	fix	¿±ø¯≈√		Disease	0	include	0.188323	0.704493	0.044913	0.05021
train	Anthracnose (264)	Anthracnose (264).txt	8	1	Anthracnose	0.378997	0.702269	0.046607	0.057202	box_missing	fix	¿±ø¯≈√		Disease	0	include	0.378997	0.702269	0.046607	0.057202
train	Anthracnose (264)	Anthracnose (264).txt	9	1	Anthracnose					box_missing	add	Codex	ø¯∫ª ¿ÃπÃ¡ˆ »Æ¿Œ »ƒ ¥©∂Ù bbox √ﬂ∞° (EXIF ¡§πÊ«‚ ±‚¡ÿ)	Disease	0	include	0.4155	0.712	0.035	0.076
train	Anthracnose (265)	Anthracnose (265).txt	1	1	Anthracnose	0.474925	0.59331	0.328617	0.373945	box_missing	fix	¿±ø¯≈√		Disease	0	include	0.474925	0.59331	0.328617	0.373945
train	Anthracnose (266)	Anthracnose (266).txt	1	1	Anthracnose	0.464727	0.616256	0.417007	0.358648	box_missing	fix	¿±ø¯≈√		Disease	0	include	0.464727	0.616256	0.417007	0.358648
train	Anthracnose (266)	Anthracnose (266).txt	2	1	Anthracnose					box_missing	add	Codex	ø¯∫ª ¿ÃπÃ¡ˆ »Æ¿Œ »ƒ ¥©∂Ù bbox √ﬂ∞° (EXIF ¡§πÊ«‚ ±‚¡ÿ)	Disease	0	include	0.865	0.77	0.09	0.12
train	Anthracnose (267)	Anthracnose (267).txt	1	1	Anthracnose	0.459062	0.58481	0.36941	0.312755	box_missing	fix	¿±ø¯≈√		Disease	0	include	0.459062	0.58481	0.36941	0.312755
train	Anthracnose (268)	Anthracnose (268).txt	1	1	Anthracnose	0.525917	0.810876	0.362613	0.346747	box_missing	fix	¿±ø¯≈√		Disease	0	include	0.525917	0.810876	0.362613	0.346747
train	Anthracnose (268)	Anthracnose (268).txt	2	1	Anthracnose	0.377473	0.237211	0.274227	0.246462	box_missing	fix	¿±ø¯≈√		Disease	0	include	0.377473	0.237211	0.274227	0.246462
train	Anthracnose (269)	Anthracnose (269).txt	1	1	Anthracnose	0.461328	0.58481	0.564317	0.513325	box_missing	fix	¿±ø¯≈√		Disease	0	include	0.461328	0.58481	0.564317	0.513325
train	Anthracnose (27)	Anthracnose (27).txt	1	1	Anthracnose	0.735747	0.546461	0.137755	0.180803	none	keep	¿±ø¯≈√		Disease	0	include	0.735747	0.546461	0.137755	0.180803
train	Anthracnose (27)	Anthracnose (27).txt	2	1	Anthracnose	0.486068	0.580591	0.420642	0.488904	none	keep	¿±ø¯≈√		Disease	0	include	0.486068	0.580591	0.420642	0.488904
train	Anthracnose (270)	Anthracnose (270).txt	1	1	Anthracnose	0.47266	0.565263	0.360347	0.33145	box_missing	fix	¿±ø¯≈√		Disease	0	include	0.47266	0.565263	0.360347	0.33145
train	Anthracnose (272)	Anthracnose (272).txt	1	1	Anthracnose	0.350277	0.289054	0.233433	0.275358	box_missing	fix	¿±ø¯≈√		Disease	0	include	0.350277	0.289054	0.233433	0.275358
train	Anthracnose (272)	Anthracnose (272).txt	2	1	Anthracnose	0.593907	0.623054	0.231167	0.219268	box_missing	fix	¿±ø¯≈√		Disease	0	include	0.593907	0.623054	0.231167	0.219268
train	Anthracnose (273)	Anthracnose (273).txt	1	1	Anthracnose	0.366142	0.418235	0.301423	0.28216	box_missing	fix	¿±ø¯≈√		Disease	0	include	0.366142	0.418235	0.301423	0.28216
train	Anthracnose (273)	Anthracnose (273).txt	2	1	Anthracnose	0.575778	0.663849	0.294623	0.229467	box_missing	fix	¿±ø¯≈√		Disease	0	include	0.575778	0.663849	0.294623	0.229467
train	Anthracnose (276)	Anthracnose (276).txt	1	1	Anthracnose	0.485125	0.464129	0.38981	0.326352	box_missing	fix	¿±ø¯≈√		Disease	0	include	0.485125	0.464129	0.38981	0.326352
train	Anthracnose (276)	Anthracnose (276).txt	2	1	Anthracnose					box_missing	add	Codex	ø¯∫ª ¿ÃπÃ¡ˆ »Æ¿Œ »ƒ ¥©∂Ù bbox √ﬂ∞° (EXIF ¡§πÊ«‚ ±‚¡ÿ)	Disease	0	include	0.238	0.4495	0.068	0.113
train	Anthracnose (278)	Anthracnose (278).txt	1	2	Healthy	0.944445	0.277353	0.11111	0.186885	box_missing	fix	¿±ø¯≈√		Healthy	0	include	0.944445	0.277353	0.11111	0.186885
train	Anthracnose (278)	Anthracnose (278).txt	2	1	Anthracnose	0.487557	0.566775	0.485127	0.441575	box_missing	fix	¿±ø¯≈√		Disease	0	include	0.487557	0.566775	0.485127	0.441575
train	Anthracnose (278)	Anthracnose (278).txt	3	2	Healthy	0.138043	0.92107	0.209487	0.15786	box_missing	fix	¿±ø¯≈√		Healthy	0	include	0.138043	0.92107	0.209487	0.15786
train	Anthracnose (278)	Anthracnose (278).txt	4	2	Healthy	0.572455	0.886794	0.147743	0.132307	box_missing	fix	¿±ø¯≈√		Healthy	0	include	0.572455	0.886794	0.147743	0.132307
train	Anthracnose (278)	Anthracnose (278).txt	5	2	Healthy					box_missing	add	Codex	ø¯∫ª ¿ÃπÃ¡ˆ »Æ¿Œ »ƒ ¥©∂Ù bbox √ﬂ∞° (EXIF ¡§πÊ«‚ ±‚¡ÿ)	Healthy	0	include	0.91	0.91	0.18	0.18
train	Anthracnose (280)	Anthracnose (280).txt	1	1	Anthracnose	0.535382	0.602076	0.350217	0.407278	box_missing	fix	¿±ø¯≈√		Disease	0	include	0.535382	0.602076	0.350217	0.407278
train	Anthracnose (282)	Anthracnose (282).txt	1	1	Anthracnose	0.527677	0.546261	0.461827	0.441312	box_offset	fix	¿±ø¯≈√		Disease	0	include	0.525	0.558	0.43	0.418
train	Anthracnose (283)	Anthracnose (283).txt	1	1	Anthracnose	0.525332	0.5278	0.396183	0.37626	box_offset	fix	¿±ø¯≈√		Disease	0	include	0.518	0.53	0.358	0.34
train	Anthracnose (29)	Anthracnose (29).txt	1	1	Anthracnose	0.467617	0.664535	0.4723	0.413262	none	keep	¿±ø¯≈√		Disease	0	include	0.467617	0.664535	0.4723	0.413262
