group_id,group_size,split,image_name,file_path,file_size,cross_split,hash,keep(0 or 1)
75,2,train,Alternaria (76).jpg,data\raw\images\train\Alternaria (76).jpg,3180939,FALSE,71d42714364893216c87e965065c289cc68dc09de3686fe9c6be21a1f6a8a1f4,0
75,2,train,Anthracnose (202).jpg,data\raw\images\train\Anthracnose (202).jpg,3180939,FALSE,71d42714364893216c87e965065c289cc68dc09de3686fe9c6be21a1f6a8a1f4,1
76,2,train,Alternaria (77).jpg,data\raw\images\train\Alternaria (77).jpg,3539843,FALSE,8d9290c508f8a28ae027c6c8d378ee98fdd75ac6589826c38b4a3dee3dd85265,0
76,2,train,Anthracnose (203).jpg,data\raw\images\train\Anthracnose (203).jpg,3539843,FALSE,8d9290c508f8a28ae027c6c8d378ee98fdd75ac6589826c38b4a3dee3dd85265,1
77,2,train,Alternaria (78).jpg,data\raw\images\train\Alternaria (78).jpg,3385907,FALSE,799ba922b88f1e72024a671ef467c007d5057f02a1ae7d459d301a3a7f9fa87a,0
77,2,train,Anthracnose (204).jpg,data\raw\images\train\Anthracnose (204).jpg,3385907,FALSE,799ba922b88f1e72024a671ef467c007d5057f02a1ae7d459d301a3a7f9fa87a,1
78,2,train,Alternaria (79).jpg,data\raw\images\train\Alternaria (79).jpg,3793309,FALSE,bc21fe1699ddd841e1d0bd7fb333c4e0ac1c3e44c87decb97ce3bc340cd3eb19,0
78,2,train,Anthracnose (205).jpg,data\raw\images\train\Anthracnose (205).jpg,3793309,FALSE,bc21fe1699ddd841e1d0bd7fb333c4e0ac1c3e44c87decb97ce3bc340cd3eb19,1
79,2,train,Alternaria (8).jpg,data\raw\images\train\Alternaria (8).jpg,3173151,FALSE,b29c362f477f3e7b3bec6b66ef5ebd1c0d234c64b4bc29f3d0c9e4c4f9b0550e,0
79,2,train,Anthracnose (134).jpg,data\raw\images\train\Anthracnose (134).jpg,3173151,FALSE,b29c362f477f3e7b3bec6b66ef5ebd1c0d234c64b4bc29f3d0c9e4c4f9b0550e,1
80,2,train,Alternaria (81).jpg,data\raw\images\train\Alternaria (81).jpg,3710654,FALSE,5c88fff260f6c0332c2822eb9fa2f3aaa358a3dfc3f6a0fa674a9dc122ee2387,0
80,2,train,Anthracnose (207).jpg,data\raw\images\train\Anthracnose (207).jpg,3710654,FALSE,5c88fff260f6c0332c2822eb9fa2f3aaa358a3dfc3f6a0fa674a9dc122ee2387,1
81,2,train,Alternaria (82).jpg,data\raw\images\train\Alternaria (82).jpg,3043759,FALSE,e50880e222797be741aab4dee1952eb7a07fc3c21add001189d1cd9bc5740c24,0
81,2,train,Anthracnose (208).jpg,data\raw\images\train\Anthracnose (208).jpg,3043759,FALSE,e50880e222797be741aab4dee1952eb7a07fc3c21add001189d1cd9bc5740c24,1
82,2,train,Alternaria (83).jpg,data\raw\images\train\Alternaria (83).jpg,3740959,FALSE,b6665f396a00b8f2c761dfb2763cbb5fdaafcc5cbe8d3dd1b5eda32cb543c8f9,0
82,2,train,Anthracnose (209).jpg,data\raw\images\train\Anthracnose (209).jpg,3740959,FALSE,b6665f396a00b8f2c761dfb2763cbb5fdaafcc5cbe8d3dd1b5eda32cb543c8f9,1
83,2,train,Alternaria (84).jpg,data\raw\images\train\Alternaria (84).jpg,3263633,FALSE,a5e73ff7d8e5e57040af8546b4a28483b7eeb418797f4c3b685223a0bce2a989,0
83,2,train,Anthracnose (210).jpg,data\raw\images\train\Anthracnose (210).jpg,3263633,FALSE,a5e73ff7d8e5e57040af8546b4a28483b7eeb418797f4c3b685223a0bce2a989,1
84,2,train,Alternaria (85).jpg,data\raw\images\train\Alternaria (85).jpg,3718454,FALSE,35acdd9390648fc4aff6543474d879d4b6c8a6c2d81b1fa2000dbf4b65c412eb,0
84,2,train,Anthracnose (211).jpg,data\raw\images\train\Anthracnose (211).jpg,3718454,FALSE,35acdd9390648fc4aff6543474d879d4b6c8a6c2d81b1fa2000dbf4b65c412eb,1
85,2,train,Alternaria (88).jpg,data\raw\images\train\Alternaria (88).jpg,3622662,FALSE,2a916b7752b583575fdfe63baba0035b593fd603158695a2e059975c8e7ad62a,0
85,2,train,Anthracnose (214).jpg,data\raw\images\train\Anthracnose (214).jpg,3622662,FALSE,2a916b7752b583575fdfe63baba0035b593fd603158695a2e059975c8e7ad62a,1
86,2,train,Alternaria (89).jpg,data\raw\images\train\Alternaria (89).jpg,3903935,FALSE,e7e5f34df0d923a2c0c87d0ccba1fc988d6705855dd071e9cfd4f1949818e38c,0
86,2,train,Anthracnose (215).jpg,data\raw\images\train\Anthracnose (215).jpg,3903935,FALSE,e7e5f34df0d923a2c0c87d0ccba1fc988d6705855dd071e9cfd4f1949818e38c,1
87,2,train,Alternaria (9).jpg,data\raw\images\train\Alternaria (9).jpg,3315400,FALSE,a46322e774c69a3ca810b80e14220a50a0b843cc90dc20ad1b4b7f1c2450408f,0
87,2,train,Anthracnose (135).jpg,data\raw\images\train\Anthracnose (135).jpg,3315400,FALSE,a46322e774c69a3ca810b80e14220a50a0b843cc90dc20ad1b4b7f1c2450408f,1
88,2,train,Alternaria (92).jpg,data\raw\images\train\Alternaria (92).jpg,3155189,FALSE,588e51727f9d549184a1df230e221e5d13b2e6f7bf19c4539c9943ea30eb6096,0
88,2,train,Anthracnose (218).jpg,data\raw\images\train\Anthracnose (218).jpg,3155189,FALSE,588e51727f9d549184a1df230e221e5d13b2e6f7bf19c4539c9943ea30eb6096,1
89,2,train,Alternaria (93).jpg,data\raw\images\train\Alternaria (93).jpg,2859981,FALSE,85a3258c0d28f2628ecfb7674da1f9cabe703002fa8b8b2e6bc6a34c48999457,0
89,2,train,Anthracnose (219).jpg,data\raw\images\train\Anthracnose (219).jpg,2859981,FALSE,85a3258c0d28f2628ecfb7674da1f9cabe703002fa8b8b2e6bc6a34c48999457,1
90,2,train,Alternaria (94).jpg,data\raw\images\train\Alternaria (94).jpg,3906626,FALSE,9ab4ff3c0b89a2a5f53d6a6e178a4bb9913e75dc480d0fad2f207f16040e7b1b,0
90,2,train,Anthracnose (220).jpg,data\raw\images\train\Anthracnose (220).jpg,3906626,FALSE,9ab4ff3c0b89a2a5f53d6a6e178a4bb9913e75dc480d0fad2f207f16040e7b1b,1
91,2,train,Alternaria (95).jpg,data\raw\images\train\Alternaria (95).jpg,3695320,FALSE,ca36f2c74f06c95d618792201c38caf8693c65b9bf2272a64b2bf1ac3c2cacb0,0
91,2,train,Anthracnose (221).jpg,data\raw\images\train\Anthracnose (221).jpg,3695320,FALSE,ca36f2c74f06c95d618792201c38caf8693c65b9bf2272a64b2bf1ac3c2cacb0,1
92,2,train,Alternaria (97).jpg,data\raw\images\train\Alternaria (97).jpg,3528396,FALSE,7010293d70ccabb923cd3c2f3084f4377cceb1df17d607b359d9050c61641f04,0
92,2,train,Anthracnose (223).jpg,data\raw\images\train\Anthracnose (223).jpg,3528396,FALSE,7010293d70ccabb923cd3c2f3084f4377cceb1df17d607b359d9050c61641f04,1
93,2,train,Alternaria (98).jpg,data\raw\images\train\Alternaria (98).jpg,4001387,FALSE,c71270961de4f52ba1b0a6b96d114dd17bbe10b5c8f3b1c90c53dea086a26796,0
93,2,train,Anthracnose (224).jpg,data\raw\images\train\Anthracnose (224).jpg,4001387,FALSE,c71270961de4f52ba1b0a6b96d114dd17bbe10b5c8f3b1c90c53dea086a26796,1
94,2,train,Alternaria (99).jpg,data\raw\images\train\Alternaria (99).jpg,3900317,FALSE,192663bf6d4149c107ad5ecf6bd181f8579f11ab0743b3ce9c4e9c5cb99aa448,0
94,2,train,Anthracnose (225).jpg,data\raw\images\train\Anthracnose (225).jpg,3900317,FALSE,192663bf6d4149c107ad5ecf6bd181f8579f11ab0743b3ce9c4e9c5cb99aa448,1
95,2,train,Anthracnose (136).jpg,data\raw\images\train\Anthracnose (136).jpg,3922376,TRUE,252a4be3ac7277d256533e834c9944b81b20e791570ce62e9cb0b25b7e2de8db,0
95,2,val,Alternaria (10).jpg,data\raw\images\val\Alternaria (10).jpg,3922376,TRUE,252a4be3ac7277d256533e834c9944b81b20e791570ce62e9cb0b25b7e2de8db,1
96,2,train,Anthracnose (149).jpg,data\raw\images\train\Anthracnose (149).jpg,3691364,TRUE,2e46650e38f3e47ae2f9edc39f4e6504371015150cb2a3bad9a09eec4f30ed1e,0
96,2,val,Alternaria (23).jpg,data\raw\images\val\Alternaria (23).jpg,3691364,TRUE,2e46650e38f3e47ae2f9edc39f4e6504371015150cb2a3bad9a09eec4f30ed1e,1
97,2,train,Anthracnose (168).jpg,data\raw\images\train\Anthracnose (168).jpg,3027149,TRUE,1e50898aa5c75cbe001013688435e87d6e5025603135f53ef631bf4ca70beb5d,0
97,2,val,Alternaria (42).jpg,data\raw\images\val\Alternaria (42).jpg,3027149,TRUE,1e50898aa5c75cbe001013688435e87d6e5025603135f53ef631bf4ca70beb5d,1
98,2,train,Anthracnose (192).jpg,data\raw\images\train\Anthracnose (192).jpg,3378303,TRUE,221b0c5c06ff87100117250a96eae1b11e47adfe198436dc0bbc9e797a9f852f,1
98,2,val,Alternaria (66).jpg,data\raw\images\val\Alternaria (66).jpg,3378303,TRUE,221b0c5c06ff87100117250a96eae1b11e47adfe198436dc0bbc9e797a9f852f,0
99,2,train,Anthracnose (206).jpg,data\raw\images\train\Anthracnose (206).jpg,3941147,TRUE,746f7418f6f758dabb4884de91d5bc173c03c1644a9123a41b44fba2704fb628,1
99,2,val,Alternaria (80).jpg,data\raw\images\val\Alternaria (80).jpg,3941147,TRUE,746f7418f6f758dabb4884de91d5bc173c03c1644a9123a41b44fba2704fb628,0
100,2,train,Anthracnose (212).jpg,data\raw\images\train\Anthracnose (212).jpg,2956082,TRUE,ffcc53eee68f5a811aa8f29076dc02e326fa5465da3fb718e8d3d3680e30447b,1
100,2,val,Alternaria (86).jpg,data\raw\images\val\Alternaria (86).jpg,2956082,TRUE,ffcc53eee68f5a811aa8f29076dc02e326fa5465da3fb718e8d3d3680e30447b,0
101,2,train,Anthracnose (217).jpg,data\raw\images\train\Anthracnose (217).jpg,3424089,TRUE,183980182de364227ff00e0563ba9bb1bf897f0142a0c71b0c0632703a59ef5d,1
101,2,val,Alternaria (91).jpg,data\raw\images\val\Alternaria (91).jpg,3424089,TRUE,183980182de364227ff00e0563ba9bb1bf897f0142a0c71b0c0632703a59ef5d,0
102,2,train,Anthracnose (228).jpg,data\raw\images\train\Anthracnose (228).jpg,3689209,TRUE,d0a03904d76b52562b0764dd4d25c333b84ac92a4dfe81506d0fad60ad2f53c6,1
102,2,val,Alternaria (102).jpg,data\raw\images\val\Alternaria (102).jpg,3689209,TRUE,d0a03904d76b52562b0764dd4d25c333b84ac92a4dfe81506d0fad60ad2f53c6,0
103,2,train,Healthy (11).jpg,data\raw\images\train\Healthy (11).jpg,3261466,FALSE,03d51a67c2e19aa1a4612e299744cafbbabd2d2cac765d77fbc6267940f5a5fd,0
103,2,train,Healthy (12).jpg,data\raw\images\train\Healthy (12).jpg,3261466,FALSE,03d51a67c2e19aa1a4612e299744cafbbabd2d2cac765d77fbc6267940f5a5fd,1
104,2,train,Mixed(102).jpg,data\raw\images\train\Mixed(102).jpg,814678,TRUE,cbbc3f313ac0643c4da0009fe6128ae597a3031ec4cba3c9883fa423513f15d6,1
104,2,val,Mixed(101).jpg,data\raw\images\val\Mixed(101).jpg,814678,TRUE,cbbc3f313ac0643c4da0009fe6128ae597a3031ec4cba3c9883fa423513f15d6,0
105,2,val,Alternaria (65).jpg,data\raw\images\val\Alternaria (65).jpg,3759035,FALSE,bd3be37ccbb58401c18fda525f149782820d74ac17b2401df091b5ae774ac111,0
105,2,val,Anthracnose (191).jpg,data\raw\images\val\Anthracnose (191).jpg,3759035,FALSE,bd3be37ccbb58401c18fda525f149782820d74ac17b2401df091b5ae774ac111,1
